Employee_ID,FName,LName,Gender,State,City,Education_Level,Birthdate,Hiredate,Termdate,Department,Job_Title,Salary,Performance_Rating
00-55347939,Katrina,Porter,Female,Virginia,Norfolk,Master,08/03/1981,26/06/2023,,Sales,Sales Specialist,79543,Excellent
00-85874940,Mary,Villa,Female,New York,Buffalo,Bachelor,04/08/1974,03/03/2020,,Operations,Logistics Coordinator,63827,Good
00-38081593,Michelle,Ray,Female,Michigan,Warren,Bachelor,27/09/1997,18/05/2022,,Sales,Sales Representative,68786,Good
00-77084096,Amy,White,Female,Michigan,Detroit,Bachelor,27/12/1988,27/10/2018,,IT,IT Support Specialist,59393,Good
00-53196359,Jordan,Andersen,Male,Pennsylvania,Allentown,Bachelor,30/04/1960,10/04/2019,,Operations,Operations Analyst,83737,Excellent
00-84464967,Annette,Ramos,Female,New York,Rochester,High School,01/05/1977,25/12/2023,,Marketing,SEO Specialist,66533,Needs Improvement
00-24098750,Tiffany,Martinez,Female,New York,New York City,Bachelor,19/06/1971,09/08/2019,,IT,IT Support Specialist,62317,Satisfactory
00-27083565,Peter,Cox,Male,New York,Buffalo,High School,24/01/1983,22/04/2022,,Marketing,Content Creator,63723,Needs Improvement
00-26304459,Joseph,Vincent,Male,New York,Buffalo,High School,08/03/1971,23/12/2017,,HR,HR Assistant,66917,Satisfactory
00-25255803,Sydney,Alexander,Female,Michigan,Grand Rapids,Bachelor,17/04/1995,19/07/2015,,Sales,Sales Specialist,84903,Good
00-32913930,Gregory,Crane,Male,New York,Buffalo,Bachelor,10/05/1994,26/05/2021,,IT,Software Developer,97249,Satisfactory
00-28772414,Thomas,Gutierrez,Male,New York,New York City,High School,12/04/1970,24/06/2022,,Customer Service,Customer Service Representative,60293,Satisfactory
00-63607320,Diane,Hutchinson,Female,Ohio,Columbus,Bachelor,31/08/1993,23/09/2015,,Operations,Logistics Coordinator,54951,Good
00-49490030,Johnathan,Madden,Male,Pennsylvania,Pittsburgh,Bachelor,13/04/1963,23/01/2022,,IT,Software Developer,106060,Good
00-80126092,Steven,Sanchez,Male,New York,Rochester,High School,02/12/1959,15/11/2018,,Operations,Inventory Specialist,61428,Satisfactory
00-97271147,Frank,Moore,Male,Illinois,Naperville,Bachelor,26/04/1974,10/02/2017,,Marketing,Content Creator,70714,Good
00-37442403,Allison,Moore,Female,New York,Rochester,PhD,04/11/1973,05/06/2023,,Sales,Sales Specialist,72728,Good
00-79709974,Diana,Walker,Female,New York,Rochester,Bachelor,08/05/1973,06/12/2021,,Operations,Inventory Specialist,60015,Good
00-38268552,Timothy,Davis,Male,New York,Rochester,Master,02/08/1985,29/06/2024,,IT,System Administrator,72222,Excellent
00-28164926,Nicole,Nichols,Female,Pennsylvania,Philadelphia,PhD,10/05/1976,14/11/2017,,Finance,Financial Analyst,87935,Excellent
00-73601811,Nicole,Miller,Female,Illinois,Chicago,Bachelor,23/05/1998,12/10/2015,,IT,Software Developer,92961,Satisfactory
00-30179511,Rachel,Moyer,Female,North Carolina,Charlotte,High School,05/07/1988,04/06/2019,,Operations,Inventory Specialist,52779,Needs Improvement
00-35189235,Daniel,Gonzalez,Male,Michigan,Warren,Bachelor,07/04/2004,08/05/2017,,Marketing,Content Creator,65241,Good
00-71551388,Timothy,Peterson,Male,New York,New York City,Bachelor,22/02/1981,23/08/2018,,Customer Service,Customer Service Representative,63142,Good
00-72907057,Mary,Park,Female,New York,Buffalo,Bachelor,03/08/1970,03/07/2020,,IT,System Administrator,78860,Satisfactory
00-95408582,Kristin,Gibson,Female,New York,New York City,Bachelor,23/02/2002,30/07/2020,,Operations,Logistics Coordinator,58429,Good
00-94399027,Ryan,Harrison,Male,New York,New York City,Bachelor,05/08/1960,06/09/2015,,Operations,Inventory Specialist,69039,Good
00-48143010,Robert,Carroll,Male,New York,Rochester,Bachelor,29/10/1975,22/08/2023,,IT,IT Support Specialist,67555,Good
00-51037113,Paige,Brown,Female,New York,Rochester,Bachelor,04/04/1991,11/11/2018,,Sales,Sales Representative,54381,Good
00-85311217,Danielle,Jordan,Female,Illinois,Naperville,High School,08/06/1967,02/07/2020,,Marketing,Content Creator,62980,Needs Improvement
00-20398669,Nicholas,Lewis,Male,New York,New York City,High School,11/07/1991,09/01/2020,,Marketing,Content Creator,56734,Needs Improvement
00-39050282,Darrell,Sutton,Male,New York,Buffalo,Master,19/02/1975,15/04/2017,,Sales,Sales Consultant,65665,Excellent
00-23733443,Nicole,Thompson,Female,New York,New York City,Master,21/12/1993,25/02/2016,,Sales,Sales Specialist,69859,Satisfactory
00-96547634,Steven,Sullivan,Male,New York,Buffalo,Bachelor,25/10/1980,26/04/2022,,Operations,Logistics Coordinator,69675,Satisfactory
00-89479708,Whitney,Hayes,Female,Michigan,Detroit,High School,23/08/1974,13/06/2021,,Customer Service,Support Specialist,64964,Needs Improvement
00-92662979,Ronald,Caldwell,Male,New York,New York City,Bachelor,01/01/1985,11/04/2022,,Customer Service,Help Desk Technician,72625,Good
00-32561918,Christina,Brown,Female,New York,Rochester,Bachelor,12/01/1970,14/12/2015,,Sales,Sales Representative,61875,Good
00-22259214,Anthony,Peterson,Male,Virginia,Norfolk,Bachelor,03/09/1974,19/10/2024,,IT,Software Developer,101799,Good
00-29237874,Jocelyn,Gonzalez,Female,Pennsylvania,Allentown,PhD,11/10/1968,12/06/2017,,Sales,Sales Specialist,83448,Excellent
00-20440451,William,Nichols,Male,New York,New York City,Bachelor,02/09/1989,01/11/2023,,Customer Service,Support Specialist,67426,Satisfactory
00-78679917,Steven,Horton,Male,New York,Rochester,PhD,01/07/1968,18/05/2023,,Sales,Sales Consultant,87608,Excellent
00-73309036,Stacie,Hudson,Female,New York,Buffalo,Master,10/04/1970,16/11/2018,,Sales,Sales Specialist,85185,Excellent
00-25743269,Tyler,Logan,Male,New York,Buffalo,High School,13/08/1974,20/08/2017,,Customer Service,Help Desk Technician,58386,Satisfactory
00-61744941,David,Sharp,Male,New York,Buffalo,High School,29/02/1976,13/08/2022,,Marketing,Content Creator,57252,Satisfactory
00-80059735,Cathy,Morris,Female,Michigan,Warren,Bachelor,21/03/1970,16/11/2018,,Operations,Logistics Coordinator,58797,Good
00-38709086,Lee,Newton,Male,New York,Buffalo,High School,26/12/1991,13/10/2024,,Operations,Inventory Specialist,56270,Satisfactory
00-47277197,Marcus,Smith,Male,New York,Rochester,Bachelor,30/08/1966,15/12/2022,,Operations,Logistics Coordinator,64874,Good
00-69276832,Justin,Hernandez,Male,New York,Rochester,Bachelor,25/09/1983,01/12/2020,,Operations,Inventory Specialist,68394,Needs Improvement
00-26138312,James,Conner,Male,New York,Buffalo,High School,23/08/1964,18/09/2020,,Customer Service,Customer Service Representative,60197,Excellent
00-56731994,Melody,Meyer,Female,New York,New York City,PhD,30/06/1990,02/01/2017,,Finance,Financial Analyst,92036,Excellent
00-72555645,Monica,Harding,Female,New York,New York City,Master,23/09/1977,29/11/2023,,IT,Software Developer,92799,Excellent
00-66918776,Ross,Cole,Male,New York,New York City,Bachelor,23/10/1985,13/08/2017,,Customer Service,Help Desk Technician,94234,Good
00-61332565,Jason,Robinson,Male,North Carolina,Raleigh,High School,17/08/1962,14/03/2018,,Customer Service,Support Specialist,67171,Needs Improvement
00-36284674,Jessica,Payne,Female,Michigan,Detroit,Bachelor,21/03/1988,06/03/2019,,IT,Software Developer,89222,Satisfactory
00-10753570,Sonya,Robinson,Female,New York,New York City,Bachelor,14/06/1980,22/03/2020,,Customer Service,Support Specialist,63693,Satisfactory
00-59508547,Joshua,Bonilla,Male,New York,New York City,Bachelor,14/01/1984,12/08/2024,,Sales,Sales Representative,72859,Good
00-91439883,Shannon,Wood,Female,New York,Buffalo,PhD,27/08/1988,22/05/2017,,Sales,Sales Specialist,97220,Good
00-96124034,Jonathon,Mosley,Male,Michigan,Warren,High School,28/05/1999,14/07/2019,,IT,IT Support Specialist,57209,Satisfactory
00-43962179,Rebekah,Martinez,Female,New York,Rochester,Bachelor,07/05/1995,13/07/2017,,Operations,Inventory Specialist,54441,Good
00-14083774,Alexander,Bryant,Male,New York,Rochester,Bachelor,20/03/1961,09/06/2023,,Customer Service,Support Specialist,69400,Good
00-94857827,Suzanne,Clayton,Female,New York,New York City,High School,01/04/1983,15/06/2019,,IT,IT Support Specialist,57619,Excellent
00-96912487,Michelle,Hubbard,Female,New York,Buffalo,Bachelor,23/11/1991,14/02/2022,,Marketing,Content Creator,58112,Good
00-59597995,Charles,Ellis,Male,New York,Rochester,Bachelor,12/01/1980,25/05/2015,,Customer Service,Help Desk Technician,94619,Good
00-33744145,Mallory,Larson,Female,New York,Rochester,Bachelor,27/10/1992,30/07/2023,,Customer Service,Customer Service Representative,54606,Good
00-66314078,Rachel,Mitchell,Female,New York,Rochester,PhD,13/12/1970,14/09/2023,,Finance,Financial Analyst,95679,Excellent
00-69509188,Brittany,Kim,Female,New York,Buffalo,PhD,05/02/1973,21/04/2021,,Sales,Sales Specialist,87497,Excellent
00-23082934,Mary,Pace,Female,Illinois,Chicago,High School,06/03/1980,18/12/2023,,Operations,Inventory Specialist,64134,Needs Improvement
00-36062717,Jacob,Cowan,Male,New York,Buffalo,Bachelor,03/10/1995,09/11/2022,,Customer Service,Support Specialist,71554,Satisfactory
00-54649538,Richard,Davis,Male,Virginia,Norfolk,Bachelor,22/03/1982,07/01/2023,,Customer Service,Customer Service Representative,63545,Satisfactory
00-32711457,Nathaniel,Jenkins,Male,Michigan,Grand Rapids,Bachelor,21/01/2001,12/07/2023,,Operations,Inventory Specialist,68383,Good
00-59158124,Brian,Hanson,Male,Michigan,Warren,Master,11/06/1972,30/07/2020,,IT,Software Developer,106937,Satisfactory
00-65885406,Amanda,Wallace,Female,New York,Buffalo,High School,01/02/1973,14/08/2023,,Customer Service,Help Desk Technician,71529,Needs Improvement
00-18718099,Scott,Contreras,Male,Michigan,Detroit,Bachelor,08/01/1985,27/11/2017,,Operations,Inventory Specialist,61668,Satisfactory
00-45787268,Whitney,Walker,Female,Virginia,Richmond,Bachelor,07/11/1959,25/06/2016,,Finance,Accountant,72868,Excellent
00-46980400,Jacob,Wilson,Male,Michigan,Warren,Bachelor,19/02/1986,29/11/2021,,IT,Software Developer,86788,Satisfactory
00-64928808,Connie,Martinez,Female,Michigan,Grand Rapids,PhD,05/02/1981,05/11/2017,,Sales,Sales Consultant,92769,Good
00-10432769,Alejandra,Gutierrez,Female,New York,Buffalo,Bachelor,20/09/1992,15/11/2018,,Customer Service,Customer Service Representative,60621,Satisfactory
00-25799382,Anna,Mueller,Female,New York,Rochester,Bachelor,12/10/1998,03/06/2018,,Customer Service,Support Specialist,58351,Excellent
00-21555506,Zachary,Brooks,Male,Pennsylvania,Philadelphia,Bachelor,02/05/1971,27/03/2020,,IT,Software Developer,104121,Good
00-25604379,Christine,Adams,Female,New York,New York City,Bachelor,27/03/1991,12/09/2024,,Sales,Sales Representative,53992,Satisfactory
00-21598781,Miranda,Roberson,Female,New York,Buffalo,Bachelor,04/01/1989,05/11/2017,,Finance,Accountant,65092,Good
00-12698765,Jennifer,Nunez,Female,Michigan,Grand Rapids,High School,20/12/1980,02/01/2022,,IT,IT Support Specialist,58494,Satisfactory
00-95623611,Alexis,Perry,Female,New York,Rochester,Bachelor,21/11/2002,07/01/2018,,Sales,Sales Representative,56186,Good
00-43115824,Anthony,Gibbs,Male,New York,Rochester,Bachelor,16/07/1970,23/11/2018,,Operations,Operations Analyst,73794,Satisfactory
00-35647136,Dennis,Wilkins,Male,New York,New York City,Bachelor,24/01/1967,21/08/2022,,Customer Service,Help Desk Technician,76408,Good
00-51672868,Raven,Jackson,Female,New York,New York City,Bachelor,09/09/1983,10/08/2016,,Customer Service,Help Desk Technician,58005,Satisfactory
00-33891297,Mark,Allen,Male,New York,Rochester,Master,15/05/1989,01/06/2017,,Operations,Operations Analyst,67620,Excellent
00-65563827,Anthony,Newman,Male,New York,Rochester,Bachelor,04/03/1998,18/11/2017,,Finance,Accountant,78726,Needs Improvement
00-36739479,Sandra,Frederick,Female,Michigan,Grand Rapids,Master,06/06/1995,16/06/2017,,IT,Software Developer,102629,Satisfactory
00-69001888,Devin,Fields,Male,New York,Rochester,Master,29/12/1964,10/10/2017,,Customer Service,Customer Service Manager,76760,Excellent
00-87671284,Francisco,Strong,Male,New York,New York City,Bachelor,10/03/2000,20/07/2018,,Operations,Inventory Specialist,68966,Good
00-70354107,Michael,Hall,Male,New York,Rochester,PhD,17/01/1975,03/10/2023,,Sales,Sales Specialist,65927,Excellent
00-32880719,Teresa,Gordon,Female,New York,Rochester,Bachelor,15/01/1981,03/09/2015,,IT,Software Developer,96097,Needs Improvement
00-30898267,Derek,Myers,Male,New York,New York City,Bachelor,25/04/1980,22/10/2020,,Customer Service,Customer Service Representative,65355,Excellent
00-68230817,Henry,Green,Male,New York,Rochester,Bachelor,01/08/1982,03/08/2018,,IT,IT Support Specialist,61351,Good
00-48747182,Dana,Morris,Female,New York,Rochester,High School,21/02/2004,06/02/2017,,Customer Service,Customer Service Representative,52326,Needs Improvement
00-84036002,Michael,Kim,Male,New York,Buffalo,Bachelor,05/07/1979,02/09/2023,,Operations,Logistics Coordinator,65154,Excellent
00-78890262,Jeremy,Hernandez,Male,New York,Buffalo,Master,19/11/1981,29/08/2023,,Sales,Sales Consultant,93972,Excellent
00-72772047,Jimmy,Knapp,Male,New York,Buffalo,High School,28/11/1975,31/01/2017,,Customer Service,Help Desk Technician,74528,Needs Improvement
00-98359849,Riley,Johnson,Male,New York,New York City,Bachelor,27/01/1970,13/10/2021,,Operations,Inventory Specialist,69958,Satisfactory
00-72712813,Cory,Chavez,Male,New York,New York City,High School,21/03/1976,02/09/2020,,Operations,Inventory Specialist,62628,Needs Improvement
00-60722242,Jody,Lopez,Female,New York,New York City,Bachelor,06/05/1974,11/09/2022,,Customer Service,Customer Service Representative,65280,Good
00-24040914,Megan,Phillips,Female,North Carolina,Charlotte,Bachelor,06/08/1990,27/07/2021,,IT,Software Developer,83426,Good
00-66560392,Laura,Barber,Female,Pennsylvania,Allentown,High School,29/09/1977,10/11/2019,,IT,IT Support Specialist,60227,Needs Improvement
00-23449648,Lisa,Townsend,Female,New York,Buffalo,Bachelor,01/02/1970,14/09/2017,,Marketing,Marketing Coordinator,58978,Excellent
00-31843350,Jason,Miller,Male,New York,Buffalo,Bachelor,16/03/1977,25/02/2019,,Customer Service,Help Desk Technician,69165,Good
00-12919231,Kelly,Little,Female,Michigan,Detroit,High School,18/05/1976,13/08/2019,,Operations,Inventory Specialist,61866,Satisfactory
00-89668254,Ryan,Rodriguez,Male,New York,Buffalo,High School,30/06/1977,26/12/2020,,Operations,Inventory Specialist,68561,Needs Improvement
00-63597632,Paul,Rodriguez,Male,New York,Rochester,Bachelor,03/11/1980,20/04/2019,,Sales,Sales Representative,75289,Good
00-60092039,Christy,White,Female,Michigan,Grand Rapids,High School,27/10/1989,31/01/2021,,Customer Service,Customer Service Representative,57896,Needs Improvement
00-63841858,Thomas,Ward,Male,Virginia,Norfolk,Bachelor,08/12/1999,22/11/2018,,Operations,Logistics Coordinator,65564,Satisfactory
00-78043121,Amy,Garcia,Female,Michigan,Warren,Bachelor,18/06/1987,04/11/2016,,Customer Service,Support Specialist,56757,Excellent
00-46153018,John,Jones,Male,New York,New York City,High School,19/06/1980,30/08/2024,,Customer Service,Help Desk Technician,57627,Needs Improvement
00-13832610,Cindy,Mcdaniel,Female,New York,New York City,Bachelor,30/04/1982,26/05/2017,,IT,Software Developer,86429,Good
00-90108005,Dustin,Schultz,Male,New York,Rochester,Bachelor,13/08/1993,24/06/2024,,Marketing,Marketing Coordinator,70431,Excellent
00-86234095,Ashley,White,Female,Pennsylvania,Allentown,Master,16/08/1978,04/01/2022,,IT,System Administrator,78959,Excellent
00-54714248,Tony,Keller,Male,New York,Buffalo,Master,21/01/1988,03/09/2023,,Sales,Sales Consultant,75472,Excellent
00-51509991,Eduardo,Johnson,Male,Pennsylvania,Philadelphia,Bachelor,23/11/1966,14/05/2023,,Operations,Logistics Coordinator,68547,Satisfactory
00-56453084,Zachary,Webb,Male,Michigan,Detroit,Bachelor,07/08/1997,27/08/2019,,Customer Service,Customer Service Representative,63718,Good
00-10113173,Ariel,Smith,Female,Michigan,Detroit,High School,22/05/1987,22/07/2022,,Marketing,Content Creator,60340,Satisfactory
00-50437430,Emily,House,Female,New York,New York City,Bachelor,07/11/1999,16/03/2018,,IT,System Administrator,87605,Good
00-37289414,Kristen,Herrera,Female,Virginia,Norfolk,Bachelor,16/11/1982,21/07/2019,,Customer Service,Customer Service Representative,59401,Good
00-30688043,Ann,Hernandez,Female,West Virginia,Morgantown,Bachelor,05/06/1982,03/12/2022,,Operations,Inventory Specialist,54023,Satisfactory
00-74068039,Adam,Roach,Male,New York,Rochester,Bachelor,26/11/1970,12/01/2017,,Sales,Sales Representative,69903,Good
00-83796808,Joshua,Robinson,Male,Pennsylvania,Pittsburgh,Master,17/02/1987,10/10/2022,,Sales,Sales Specialist,75489,Excellent
00-73391831,Anthony,Martinez,Male,New York,Buffalo,Bachelor,16/07/1976,17/04/2022,,Sales,Sales Representative,78160,Good
00-42580280,Emily,Ashley,Female,New York,Rochester,Bachelor,11/07/1993,16/05/2022,,Marketing,Marketing Coordinator,62461,Excellent
00-27247299,Chad,Pearson,Male,New York,New York City,Bachelor,26/11/1985,01/07/2018,,IT,Software Developer,96505,Satisfactory
00-53904207,George,Simpson,Male,New York,Buffalo,High School,04/02/1971,19/07/2023,,Customer Service,Support Specialist,64294,Needs Improvement
00-66987832,Alexandra,Nielsen,Female,Michigan,Grand Rapids,Bachelor,20/08/1996,07/04/2020,,Marketing,Content Creator,58821,Good
00-56555725,Bethany,Mcdaniel,Female,New York,New York City,High School,23/02/1980,11/12/2019,,IT,IT Support Specialist,56517,Needs Improvement
00-13609956,Edward,Hayden,Male,Ohio,Columbus,Bachelor,16/09/1993,09/02/2017,,Operations,Operations Analyst,59929,Good
00-41562316,Steve,Miranda,Male,Michigan,Detroit,Bachelor,29/05/1987,02/05/2018,,Marketing,Marketing Coordinator,71979,Satisfactory
00-10213612,Kristen,Harris,Female,New York,New York City,Bachelor,23/02/1976,08/10/2021,,Operations,Operations Analyst,60624,Satisfactory
00-96647914,Kristopher,Andrade,Male,New York,Rochester,Bachelor,17/05/1997,14/06/2017,,Customer Service,Help Desk Technician,78934,Needs Improvement
00-15938855,Zachary,Nelson,Male,New York,Buffalo,Bachelor,03/08/1995,04/05/2017,,Customer Service,Help Desk Technician,92711,Excellent
00-55578549,Stephen,Lawson,Male,New York,New York City,Master,20/09/1992,16/06/2018,,Sales,Sales Consultant,74282,Excellent
00-30232996,Amanda,Gomez,Female,Michigan,Detroit,Bachelor,15/07/1980,15/12/2017,,Finance,Accountant,86171,Good
00-74512027,Anthony,Brown,Male,New York,Buffalo,High School,01/02/1986,06/03/2015,,Customer Service,Help Desk Technician,63679,Needs Improvement
00-31950353,Lucas,Rubio,Male,Illinois,Aurora,Bachelor,30/07/1983,09/04/2019,,Customer Service,Help Desk Technician,94030,Good
00-24284867,Brian,Carter,Male,New York,New York City,Bachelor,31/01/1983,18/11/2019,,Marketing,SEO Specialist,74151,Good
00-23610361,Brittany,Clements,Female,New York,Rochester,Bachelor,30/07/1979,26/07/2022,,Sales,Sales Consultant,73084,Good
00-11640743,Madison,Johnson,Female,New York,Rochester,Bachelor,05/03/2004,11/03/2017,,Sales,Sales Representative,59874,Excellent
00-78044419,Heather,Jordan,Female,Pennsylvania,Philadelphia,High School,20/04/1973,14/03/2018,,Customer Service,Support Specialist,62076,Excellent
00-75248523,Stanley,Jones,Male,Pennsylvania,Pittsburgh,Bachelor,07/09/1959,13/09/2022,,Operations,Operations Analyst,76149,Good
00-66701227,Michael,Thomas,Male,New York,Rochester,Bachelor,30/06/1985,03/05/2023,,Customer Service,Help Desk Technician,63646,Good
00-44715287,Chad,Flores,Male,New York,Buffalo,Master,16/02/1994,05/01/2022,,Operations,Operations Analyst,66397,Excellent
00-70434208,Ronald,Lewis,Male,Virginia,Virginia Beach,Bachelor,19/01/1970,08/08/2020,,Sales,Sales Representative,80658,Excellent
00-54971462,Ryan,Roach,Male,New York,Buffalo,High School,14/12/1980,07/08/2023,,Operations,Inventory Specialist,65670,Satisfactory
00-34003439,Janice,Campbell,Female,Michigan,Detroit,Bachelor,30/04/1992,23/03/2024,,Operations,Inventory Specialist,54933,Good
00-61468716,Scott,Garcia,Male,New York,Rochester,Master,28/03/1990,18/04/2023,,Customer Service,Customer Service Manager,84467,Satisfactory
00-10933716,Eric,Shah,Male,New York,Buffalo,Master,16/04/1982,10/11/2018,,Operations,Operations Analyst,73378,Satisfactory
00-44606236,Chris,Jones,Male,North Carolina,Greensboro,Bachelor,01/03/1961,13/12/2017,,Operations,Inventory Specialist,67667,Good
00-71067638,Matthew,Fleming,Male,New York,Buffalo,Bachelor,22/08/1965,19/06/2019,,Operations,Logistics Coordinator,70183,Good
00-15347831,Teresa,Flores,Female,Ohio,Columbus,Bachelor,04/04/1989,17/03/2016,,Operations,Logistics Coordinator,53665,Satisfactory
00-59271881,Jill,Snyder,Female,New York,Rochester,Bachelor,04/04/1983,19/01/2016,,Operations,Operations Analyst,61510,Satisfactory
00-59566126,Valerie,Fisher,Female,New York,Rochester,Bachelor,17/06/1972,18/02/2017,,Sales,Sales Representative,74071,Good
00-49747835,Carolyn,Guzman,Female,Illinois,Naperville,Bachelor,31/10/2003,18/08/2022,,IT,IT Support Specialist,55562,Good
00-45867744,Albert,Ray,Male,Michigan,Warren,Bachelor,10/02/1968,21/04/2017,,Sales,Sales Specialist,65968,Good
00-12351359,Christopher,Logan,Male,New York,New York City,High School,13/05/2004,12/08/2019,,IT,IT Support Specialist,58283,Excellent
00-14780174,Benjamin,Buck,Male,New York,Rochester,High School,28/08/1985,20/04/2020,,Customer Service,Support Specialist,64386,Needs Improvement
00-14914026,Barbara,Rasmussen,Female,New York,Buffalo,Bachelor,04/08/1979,15/01/2020,,Sales,Sales Consultant,72238,Excellent
00-33519462,Craig,Hull,Male,Ohio,Cincinnati,Bachelor,05/03/1982,16/01/2016,,Sales,Sales Representative,68363,Good
00-29413831,Veronica,Smith,Female,Virginia,Virginia Beach,High School,24/08/1997,02/07/2021,,Operations,Inventory Specialist,55475,Needs Improvement
00-56356961,Sean,Lang,Male,New York,Rochester,Bachelor,09/11/1991,07/10/2024,,Operations,Inventory Specialist,65561,Good
00-42762641,Jeffrey,Stewart,Male,New York,Buffalo,PhD,23/09/1978,14/05/2024,,Finance,Financial Analyst,67100,Good
00-80270865,Julie,Hawkins,Female,Michigan,Warren,High School,21/09/1991,01/05/2020,,Operations,Inventory Specialist,58107,Needs Improvement
00-53833963,Melissa,Williams,Female,New York,New York City,Bachelor,10/05/1998,26/04/2018,,Operations,Logistics Coordinator,62434,Good
00-95606010,Danielle,Gibson,Female,New York,Rochester,PhD,30/05/1985,26/11/2023,,Finance,Financial Analyst,107887,Excellent
00-78804339,Christine,Lozano,Female,New York,Buffalo,Bachelor,30/06/1976,23/11/2024,,IT,Software Developer,105662,Good
00-95461939,Angela,Williamson,Female,New York,Rochester,PhD,06/05/1975,12/01/2022,,Sales,Sales Consultant,97589,Needs Improvement
00-13004259,Kenneth,Petersen,Male,New York,New York City,Bachelor,22/12/1973,23/02/2017,,Operations,Inventory Specialist,68470,Satisfactory
00-97630141,Gregory,Morris,Male,New York,New York City,Master,02/07/1969,25/09/2022,,IT,Software Developer,87617,Excellent
00-68174698,Tim,Perez,Male,New York,New York City,High School,31/01/1988,04/02/2024,,Customer Service,Help Desk Technician,77735,Needs Improvement
00-45027571,Jason,Barrera,Male,New York,Rochester,Master,28/03/1970,23/05/2024,,Sales,Sales Consultant,65091,Excellent
00-82364511,Michael,Medina,Male,Illinois,Naperville,Bachelor,22/09/1970,02/01/2023,,Operations,Logistics Coordinator,71084,Excellent
00-16554015,Jay,Parrish,Male,New York,New York City,High School,14/09/1997,11/04/2018,,Customer Service,Support Specialist,61961,Satisfactory
00-68645850,John,Williams,Male,Ohio,Cleveland,Bachelor,06/09/1970,19/01/2017,,Customer Service,Customer Service Representative,61595,Needs Improvement
00-34926040,Brian,Jones,Male,New York,New York City,Bachelor,29/07/1970,08/05/2017,,Finance,Financial Analyst,97759,Good
00-91151067,Joshua,Conner,Male,North Carolina,Greensboro,High School,17/09/1992,28/05/2019,,IT,IT Support Specialist,64209,Excellent
00-48240309,Manuel,Jackson,Male,New York,Buffalo,Bachelor,16/03/1978,23/02/2017,,IT,System Administrator,99519,Good
00-12512414,John,Wilson,Male,Michigan,Detroit,High School,25/12/1995,05/05/2023,,IT,IT Support Specialist,61264,Needs Improvement
00-46878825,Edwin,Mullins,Male,New York,Rochester,Master,28/04/1981,11/12/2017,,Sales,Sales Consultant,76344,Excellent
00-95209019,Rachel,Woodard,Female,New York,Rochester,High School,21/04/1986,05/09/2018,,IT,IT Support Specialist,53857,Satisfactory
00-12425706,Roberto,Martinez,Male,New York,Buffalo,Bachelor,07/09/1998,24/07/2022,,Sales,Sales Consultant,88093,Good
00-92058877,Shirley,Woods,Female,New York,Rochester,Bachelor,24/07/2000,10/07/2017,,IT,Software Developer,79687,Satisfactory
00-71826611,James,Morris,Male,New York,Rochester,Bachelor,08/02/1995,10/10/2020,,Customer Service,Support Specialist,67325,Good
00-54124348,Katherine,Davis,Female,Pennsylvania,Allentown,High School,08/02/1984,24/10/2020,,Operations,Inventory Specialist,61162,Satisfactory
00-11686744,Ashley,Miller,Female,New York,Buffalo,Bachelor,05/06/1980,05/08/2018,,Finance,Financial Analyst,94878,Needs Improvement
00-69644085,Anthony,Sanchez,Male,New York,Rochester,Bachelor,25/07/1984,09/09/2017,,Marketing,SEO Specialist,88532,Satisfactory
00-38271272,Latoya,Harris,Female,Ohio,Cleveland,High School,18/02/1997,31/01/2020,,Customer Service,Support Specialist,53390,Excellent
00-62353135,Andrew,Simpson,Male,New York,New York City,Bachelor,10/09/1973,24/03/2017,,Operations,Logistics Coordinator,64502,Satisfactory
00-86680371,Ashley,Robinson,Female,New York,Rochester,Master,28/08/1971,13/11/2024,,Sales,Sales Specialist,76331,Excellent
00-85339864,Jessica,Freeman,Female,New York,Rochester,Bachelor,02/04/1976,12/05/2024,,Finance,Financial Analyst,73521,Satisfactory
00-81080601,Carl,Garza,Male,New York,New York City,Bachelor,13/04/1980,24/07/2018,,Operations,Logistics Coordinator,63568,Good
00-52323961,Danielle,Edwards,Female,New York,New York City,Bachelor,13/03/2003,02/05/2019,,Customer Service,Support Specialist,62192,Satisfactory
00-30924610,Stephanie,Rios,Female,North Carolina,Greensboro,High School,14/10/1974,26/11/2021,,Operations,Inventory Specialist,58429,Excellent
00-57194493,Alexandria,Sloan,Female,New York,New York City,Bachelor,27/05/1997,25/03/2020,,IT,Software Developer,91790,Satisfactory
00-13141814,Richard,Cruz,Male,New York,New York City,High School,19/02/1963,25/06/2022,,Customer Service,Support Specialist,69782,Needs Improvement
00-75868272,Joseph,Palmer,Male,New York,Rochester,Bachelor,13/01/1973,29/10/2024,,Operations,Inventory Specialist,61170,Good
00-27676124,Jessica,Jones,Female,Michigan,Warren,Master,21/09/1971,14/06/2018,,Operations,Operations Analyst,86381,Excellent
00-63116625,Manuel,Parker,Male,New York,New York City,Bachelor,11/11/1959,04/12/2017,,Operations,Logistics Coordinator,69602,Good
00-48835762,Christina,Garcia,Female,Michigan,Detroit,Bachelor,31/10/1982,29/06/2017,,Customer Service,Support Specialist,54000,Excellent
00-63836946,Evan,Mcgee,Male,New York,Rochester,Bachelor,08/10/1971,03/04/2020,,Customer Service,Support Specialist,65270,Satisfactory
00-39226259,Jose,Murray,Male,New York,New York City,Bachelor,21/02/1978,14/04/2019,,Sales,Sales Representative,79817,Good
